Establishment,Permit Holder,Telephone,Establishment Permit #,Establishment Address Street #,Establishment Address Street Name,Establishment Address Unit #,Establishment Address City,Establishment Address State,Establishment Address Zip Code,Mailing Address Street #,Mailing Address Street Name,Mailing Address Unit #,Mailing Address City,Mailing Address State,Mailing Address Zip Code,Mailing Care Of,PO BOX,Facility Permit #,Business Status,Facility Type,Risk Category,1st Inspection,TMKZone,TMKSection,TMKPlat,TMKParcel,Permit Expire Date
JACK HALL HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)621-5099,2711,"KUHAULUA STREET
WAIPAHU, HAWAII 96797
(21.394162223541613, -158.01094877507018)",KUHAULUA STREET ,   ,WAIPAHU,HAWAII,96797,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96813, JULIE NAGAL-DAGUIO,,2711,Open,137 New and Renewal 3,Category 3,01/25/2012 12:00:00 AM,9,4,160,32,01/12/2014 12:00:00 AM
CALVARY CHILD CARE CENTER,UNITED PENTECOSTAL CHURCH,(808)368-7194,2712,"ALA AOLANI STREET
HONOLULU, HAWAII 96819
(21.36119036627717, -157.8983284660199)",ALA AOLANI STREET,   ,HONOLULU,HAWAII,96819,"ALA AOLANI STREET
HONOLULU, HAWAII 96819
(21.36119036627717, -157.8983284660199)",ALA AOLANI STREET,   ,HONOLULU,HAWAII,96819,,,2712,Open,137 New and Renewal 3,Category 3,01/10/2012 12:00:00 AM,1,1,39,23,01/12/2014 12:00:00 AM
HALEKULANI HOTEL EMPLOYEE'S DINING,HALEKULANI CORP.,(808)923-2311,2722,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,,,2722,Open,137 New and Renewal 3,Category 3,01/12/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
HALEKULANI HOTEL LEWER'S LOUNGE,HALEKULANI CORP.,(808)923-2311,2723,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,,,2723,Open,137 New and Renewal 3,Category 3,01/09/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
HALEKULANI HOTEL HOUSE WITHOUT A KEY,HALEKULANI CORP.,(808)923-2311,2724,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,  ACCOUNTING DEPT.,,2724,Open,137 New and Renewal 2,Category 2,01/09/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
HALEKULANI HOTEL LA MER,HALEKULANI CORP.,(808)923-2311,2725,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,,,2725,Open,137 New and Renewal 1,Category 1,01/09/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
HALEKULANI HOTEL ORCHIDS,HALEKULANI CORP.,(808)923-2311,2726,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,,,2726,Open,137 New and Renewal 1,Category 1,01/09/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
HALEKULANI HOTEL BAKE SHOP,HALEKULANI CORP.,(808)923-2311,2727,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,,,2727,Open,137 New and Renewal 3,Category 3,01/12/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
HALEKULANI HOTEL BANQUET KITCHEN,HALEKULANI CORP.,(808)923-2311,2728,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815, FINANCIAL CONTROL,,2728,Open,137 New and Renewal 2,Category 2,01/09/2012 12:00:00 AM,2,6,4,5,01/12/2014 12:00:00 AM
MILILANI HONGWANJI,MILILANI HONGWANJI,(808)258-2263,2733,"KALOAPAU STREET
MILILANI, HAWAII 96789
(21.45388262303888, -158.01840534235583)",KALOAPAU STREET ,   ,MILILANI,HAWAII,96789,"KALOAPAU STREET
MILILANI, HAWAII 96789
(21.45388262303888, -158.01840534235583)",KALOAPAU STREET ,   ,MILILANI,HAWAII,96789,PRESIDENT,,2733,Open,137 New and Renewal 3,Category 3,12/21/2011 12:00:00 AM,9,5,22,2,01/12/2014 12:00:00 AM
KOA IKI HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)621-5099,2734,"MAKAHA VALLEY ROAD
WAIANAE, HAWAII 96792
(21.473950994122703, -158.1943801804391)",MAKAHA VALLEY ROAD,   ,WAIANAE,HAWAII,96792,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813,JULIE NAGAL-DAGUIO,,2734,Open,137 New and Renewal 3,Category 3,12/30/2009 12:00:00 AM,8,4,19,12,01/12/2012 12:00:00 AM
PUU HELEAKALA HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)621-5099,2735,"HELELUA STREET
WAIANAE, HAWAII 96792
(21.38817493598874, -158.1457309083069)",HELELUA STREET ,   ,WAIANAE,HAWAII,96792,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813,JULIE NAGAL-DAGUIO,,2735,Open,137 New and Renewal 3,Category 3,01/19/2012 12:00:00 AM,8,7,36,62,01/12/2014 12:00:00 AM
442 HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)621-5099,2736,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813,JULIE NAGAL-DAGUIO,,2736,Open,137 New and Renewal 3,Category 3,01/19/2012 12:00:00 AM,8,5,2,11,01/12/2014 12:00:00 AM
WAIALUA HIGH & INTERMEDIATE SCHOOL,DEPARTMENT OF EDUCATION,(808)637-8222,2746,"FARRINGTON HIGHWAY
WAIALUA, HAWAII 96791
(21.564894934335683, -158.11952960794048)",FARRINGTON HIGHWAY ,   ,WAIALUA,HAWAII,96791,"FARRINGTON HIGHWAY
WAIALUA, HAWAII 96791
(21.564894934335683, -158.11952960794048)",FARRINGTON HIGHWAY ,   ,WAIALUA,HAWAII,96791,,,2746,Open,137 New and Renewal 1,Category 1,02/07/2012 12:00:00 AM,6,7,2,9,01/13/2014 12:00:00 AM
KUNIA HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)621-5099,2753,"KUNIA DRIVE
KUNIA, HAWAII 96759
(21.461369397244, -158.06283918323115)",KUNIA DRIVE ,   ,KUNIA,HAWAII,96759,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813,JULIE NAGAL-DAGUIO,,2753,Open,137 New and Renewal 3,Category 3,01/19/2012 12:00:00 AM,9,2,5,12,01/13/2014 12:00:00 AM
MID PACIFIC COUNTRY CLUB,MID PACIFIC COUNTRY CLUB,(808)262-8161,2754,"KAELEPULU DRIVE
KAILUA, HAWAII 96734
(21.39337943768716, -157.71740047926517)",KAELEPULU DRIVE ,   ,KAILUA,HAWAII,96734,"KAELEPULU DRIVE
KAILUA, HAWAII 96734
(21.39337943768716, -157.71740047926517)",KAELEPULU DRIVE ,   ,KAILUA,HAWAII,96734,,,2754,Open,137 New and Renewal 2,Category 2,12/30/2011 12:00:00 AM,4,2,2,2,01/13/2014 12:00:00 AM
MCDONALD'S OF WAIKELE,MCDONALD'S CORPORATION,(808)676-5966,2755,"LUMIAINA STREET
WAIPAHU, HAWAII 96797
(21.403765538181855, -157.9998117579025)",LUMIAINA STREET ,   ,WAIPAHU,HAWAII,96797,"LUMIAINA STREET
WAIPAHU, HAWAII 96797
(21.403765538181855, -157.9998117579025)",LUMIAINA STREET ,,WAIPAHU,HAWAII,96797,,,2755,Open,137 New and Renewal 2,Category 2,01/27/2010 12:00:00 AM,9,4,7,44,"February 13"", ""2014"
WAIOKEOLA PRESCHOOL,WAIOKEOLA CONGREGATIONAL CHURCH,(808)780-2810,2756,"KILAUEA AVENUE
HONOLULU, HAWAII 96816
(21.26842443415663, -157.7915108909736)",KILAUEA AVENUE ,   ,HONOLULU,HAWAII,96816,"KILAUEA AVENUE
HONOLULU, HAWAII 96816
(21.26842443415663, -157.7915108909736)",KILAUEA AVENUE ,   ,HONOLULU,HAWAII,96816,"LILY VIRAY-WRIGHT, DIRECTOR",,2756,Open,137 New and Renewal 3,Category 3,01/06/2012 12:00:00 AM,3,5,25,23,01/13/2014 12:00:00 AM
MOANALUA HIGH SCHOOL,DEPARTMENT OF EDUCATION,(808)831-7906,2758,"ALA ILIMA STREET
HONOLULU, HAWAII 96818
(21.34494774562978, -157.91197058018818)",ALA ILIMA STREET,   ,HONOLULU,HAWAII,96818,"ALA ILIMA STREET
HONOLULU, HAWAII 96818
(21.34494774562978, -157.91197058018818)",ALA ILIMA STREET,   ,HONOLULU,HAWAII,96818,,,2758,Open,137 New and Renewal 1,Category 1,01/09/2012 12:00:00 AM,1,1,63,11,01/13/2014 12:00:00 AM
MAMA'S SPAGHETTI HOUSE,"PBHK, INC.",(808)941-4588,2760,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96814
(21.28823767336588, -157.84028676965752)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96814,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.29056124590784, -157.83580699752676)",KAPIOLANI BOULEVARD ,1288,HONOLULU,HAWAII,96814,,,2760,Open,137 New and Renewal 1,Category 1,12/21/2011 12:00:00 AM,2,3,38,1,01/13/2014 12:00:00 AM
MONTESSORI COMMUNITY SCHOOL,MONTESSORI COMMUNITY SCHOOL,(808)522-0244,2762,"NEHOA STREET
HONOLULU, HAWAII 96822
(21.309716389413243, -157.83976820324835)",NEHOA STREET ,   ,HONOLULU,HAWAII,96822,"NEHOA STREET
HONOLULU, HAWAII 96822
(21.309716389413243, -157.83976820324835)",NEHOA STREET ,   ,HONOLULU,HAWAII,96822,PATSY TOM,,2762,Open,137 New and Renewal 3,Category 3,01/03/2012 12:00:00 AM,2,4,28,19,01/13/2014 12:00:00 AM
CAFÉ SISTINA,CAFÉ SISTINA PARTNERSHIP,(808)596-0061,2766,"SOUTH KING STREET
HONOLULU, HAWAII 96814
(21.30180917995799, -157.8494919318624)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96814,"SOUTH KING STREET
HONOLULU, HAWAII 96814
(21.30180917995799, -157.8494919318624)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96814,,,2766,Open,137 New and Renewal 2,Category 2,"Jan 13"", ""2014",2,4,4,4,01/13/2014 12:00:00 AM
SHIGE'S SAIMIN RESTAURANT,ROSS SHIGEOKA,(808)554-8178,2771,"KUKUI STREET
WAHIAWA, HAWAII 96786
(21.49579608516298, -158.03024488682726)",KUKUI STREET ,   ,WAHIAWA,HAWAII,96786,"KUKUI STREET
WAHIAWA, HAWAII 96786
(21.49579608516298, -158.03024488682726)",KUKUI STREET ,   ,WAHIAWA,HAWAII,96786,,,2771,Open,137 New and Renewal 2,Category 2,01/06/2012 12:00:00 AM,7,3,4,7,01/13/2014 12:00:00 AM
PANDA EXPRESS #206,"PANDA EXPRESS, INC.",(626)799-9898,2773,"FARRINGTON HIGHWAY
KAPOLEI, HAWAII 96706
(21.375182952254846, -158.02832936094916)",FARRINGTON HIGHWAY ,225,KAPOLEI,HAWAII,96706,"WALNUT GROVE AVENUE
ROSEMEAD, CALIFORNIA 91770
(34.04086569088403, -118.08205010926548)",WALNUT GROVE AVENUE,   ,ROSEMEAD,CALIFORNIA,91770,,,2773,Open,137 New and Renewal 1,Category 1,01/03/2012 12:00:00 AM,9,1,16,21,01/13/2014 12:00:00 AM
HALAWA PLATE LUNCH,"SHEA'S, INC.",(808)487-4001,2775,"IWAENA STREET
AIEA, HAWAII 96701
(21.37561195768091, -157.91111997686582)",IWAENA STREET ,107,AIEA,HAWAII,96701,"IWAENA STREET
AIEA, HAWAII 96701
(21.37561195768091, -157.91111997686582)",IWAENA STREET,107,AIEA,HAWAII,96701,,,2775,Open,137 New and Renewal 1,Category 1,01/09/2012 12:00:00 AM,9,9,72,29,01/13/2014 12:00:00 AM
INDIGO,"INDIGO, INC.",(808)521-2900,2777,"NUUANU AVENUE
HONOLULU, HAWAII 96817
(21.310000091571197, -157.86425704992365)",NUUANU AVENUE ,   ,HONOLULU,HAWAII,96817,"NUUANU AVENUE
HONOLULU, HAWAII 96817
(21.310000091571197, -157.86425704992365)",NUUANU AVENUE ,   ,HONOLULU,HAWAII,96817,,,2777,Open,137 New and Renewal 1,Category 1,01/17/2012 12:00:00 AM,2,1,3,16,01/13/2014 12:00:00 AM
HOLOMUA ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)685-2006,2784,"KEAUNUI DRIVE
EWA BEACH, HAWAII 96706
(21.32838642807543, -158.0212046309841)",KEAUNUI DRIVE ,   ,EWA BEACH,HAWAII,96706,"KEAUNUI DRIVE
EWA BEACH, HAWAII 96706
(21.32838642807543, -158.0212046309841)",KEAUNUI DRIVE ,   ,EWA BEACH,HAWAII,96706,,,2784,Open,137 New and Renewal 1,Category 1,01/25/2012 12:00:00 AM,9,1,10,22,01/13/2014 12:00:00 AM
CHELSEA FOOD SERVICES,"CONTINENTAL AIRLINES, INC.",(808)275-0716,2787,"IAKO PLACE
HONOLULU, HAWAII 96819
(21.315453549467414, -157.9193696443019)",IAKO PLACE ,   ,HONOLULU,HAWAII,96819,"IAKO PLACE
HONOLULU, HAWAII 96819
(21.315453549467414, -157.9193696443019)",IAKO PLACE ,   ,HONOLULU,HAWAII,96819,,,2787,Open,137 New and Renewal 1,Category 1,01/09/2012 12:00:00 AM,1,1,72,57,01/13/2014 12:00:00 AM
MOKULELE ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)421-4189,2788,"AUPAKA STREET
HONOLULU, HAWAII 96818
(21.340870237805238, -157.93789370566822)",AUPAKA STREET ,   ,HONOLULU,HAWAII,96818,"AUPAKA STREET
HONOLULU, HAWAII 96818
(21.340870237805238, -157.93789370566822)",AUPAKA STREET ,   ,HONOLULU,HAWAII,96818,,,2788,Open,137 New and Renewal 1,Category 1,12/30/2011 12:00:00 AM,1,1,2,8,01/13/2014 12:00:00 AM
KEO'S IN WAIKIKI,"KEO ENTERPRISES, INC.",(808)951-9355,2795,"KUHIO AVENUE
HONOLULU, HAWAII 96815
(21.278845579283345, -157.82537959046584)",KUHIO AVENUE ,   ,HONOLULU,HAWAII,96815,"KUHIO AVENUE
HONOLULU, HAWAII 96815
(21.278845579283345, -157.82537959046584)",KUHIO AVENUE ,   ,HONOLULU,HAWAII,96815,,,2795,Open,137 New and Renewal 1,Category 1,01/03/2012 12:00:00 AM,2,6,15,1,01/13/2014 12:00:00 AM
PIZZA HUT #55 KAPOLEI,"HAWAII PIZZA HUT, INC.",(808)566-5247,2797,"FARRINGTON HIGHWAY
KAPOLEI, HAWAII 96707
(21.346551140538818, -158.12445892344093)",FARRINGTON HIGHWAY ,   ,KAPOLEI,HAWAII,96707,"FORT STREET MALL
HONOLULU, HAWAII 96813
(21.31198022982935, -157.85804219770066)",FORT STREET MALL,130,HONOLULU,HAWAII,96813, JANIS LAWTON,,2797,Open,137 New and Renewal 2,Category 2,07/05/2011 12:00:00 AM,9,1,16,29,06/30/2013 12:00:00 AM
MAKALAPA HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)847-2400,2806,"KALALOA STREET
AIEA, HAWAII 96701
(21.366499998061954, -157.9342827597351)",KALALOA STREET ,   ,AIEA,HAWAII,96701,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813," HCAP, INC.;   BRIAN V. HUMBER",,2806,Open,137 New and Renewal 3,Category 3,01/19/2012 12:00:00 AM,9,9,3,39,01/14/2014 12:00:00 AM
ISLAND FREEZE MARKET PLACE,"ISLAND FREEZE, INC.",(808)922-0030,2811,"KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.289221256084204, -157.8349706280395)",KALAKAUA AVENUE ,   ,HONOLULU,HAWAII,96815,"HONOLULU, HAWAII 96816
(21.284120000437838, -157.79823999997586)",,   ,HONOLULU,HAWAII,96816,,10883,2811,Open,137 New and Renewal 3,Category 3,01/09/2012 12:00:00 AM,2,6,22,38,01/14/2014 12:00:00 AM
HAAGEN DAZS SHOPS HAWAII,PINT SIZE CORP.,(808)780-7519,2813,"KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.289221256084204, -157.8349706280395)",KALAKAUA AVENUE ,   ,HONOLULU,HAWAII,96815,"WAIALAE AVENUE
HONOLULU, HAWAII 96826
(21.290111584893197, -157.81841860609023)",WAIALAE AVENUE ,   ,HONOLULU,HAWAII,96826,,,2813,Open,137 New and Renewal 3,Category 3,01/09/2012 12:00:00 AM,2,6,22,41,01/14/2014 12:00:00 AM
SWANZY HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)847-2400,2817,"KAMEHAMEHA HIGHWAY
KAAAWA, HAWAII 96730
(21.547752343877075, -157.84652931365525)",KAMEHAMEHA HIGHWAY ,   ,KAAAWA,HAWAII,96730,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813,"HCAP, INC.;   BRIAN V. HUMBER",,2817,Open,137 New and Renewal 3,Category 3,01/19/2012 12:00:00 AM,5,1,2,25,01/14/2014 12:00:00 AM
FIRST TO WORK AT WAIPAHU,"KAMAAINA CARE, INC.",(808)262-4538,2819,"MOKUOLA STREET
WAIPAHU, HAWAII 96797
(21.388353523373922, -158.00859373901616)",MOKUOLA STREET ,   ,WAIPAHU,HAWAII,96797,"HAMAKUA DRIVE
KAILUA, HAWAII 96734
(21.39331778097568, -157.7450384251095)",HAMAKUA DRIVE ,   ,KAILUA,HAWAII,96734,,,2819,Open,137 New and Renewal 3,Category 3,01/17/2012 12:00:00 AM,9,4,37,94,01/14/2014 12:00:00 AM
"TING'S PLACE, INC.",TING PATTY AKAMINE,(808)671-5314,2820,"LEONUI STREET
WAIPAHU, HAWAII 96797
(21.376901173838426, -158.02272332943045)",LEONUI STREET ,   ,WAIPAHU,HAWAII,96797,"LANIPAA STREET
MILILANI, HAWAII 96789
(21.45346443829527, -158.00434444242774)",LANIPAA STREET ,   ,MILILANI,HAWAII,96789,,,2820,Open,137 New and Renewal 3,Category 3,12/30/2011 12:00:00 AM,9,4,49,10,01/14/2014 12:00:00 AM
KALIHI UNION CHURCH & PRESCHOOL,KALIHI UNION CHURCH,(808)841-7022,2828,"NORTH KING STREET
HONOLULU, HAWAII 96819
(21.336664771248305, -157.88300779490478)",NORTH KING STREET,   ,HONOLULU,HAWAII,96819,"NORTH KING STREET
HONOLULU, HAWAII 96819
(21.336664771248305, -157.88300779490478)",NORTH KING STREET,   ,HONOLULU,HAWAII,96819,,,2828,Open,137 New and Renewal 1,Category 1,01/19/2012 12:00:00 AM,1,3,2,36,01/14/2014 12:00:00 AM
WINDWARD SENIORS DAY CARE CENTER,"WINDWARD SENIORS DAY CARE CENTER, INC.",(808)261-4947,2831,"NORTH KAINALU STREET
KAILUA, HAWAII 96734
(21.400035716534546, -157.74153106919525)",NORTH KAINALU STREET,   ,KAILUA,HAWAII,96734,"KAILUA, HAWAII 96734
(21.397229999565013, -157.74126999971057)",,   ,KAILUA,HAWAII,96734,,1716,2831,Open,137 New and Renewal 3,Category 3,12/21/2011 12:00:00 AM,4,3,31,14,01/14/2014 12:00:00 AM
HENRY LOUI'S RESTAURANT,"LKL, INC.",(808)833-3728,2832,"PAA STREET
HONOLULU, HAWAII 96819
(21.345043654556008, -157.8946403508128)",PAA STREET ,   ,HONOLULU,HAWAII,96819,"PAA STREET
HONOLULU, HAWAII 96819
(21.345043654556008, -157.8946403508128)",PAA STREET ,   ,HONOLULU,HAWAII,96819,ANSON KANESHIRO,,2832,Open,137 New and Renewal 1,Category 1,01/12/2012 12:00:00 AM,1,1,7,38,01/14/2014 12:00:00 AM
"COFFEE GALLERY, THE","HAWAIIAN GOURMET COFFEE ROASTERS, INC.",(808)637-5355,2833,"KAMEHAMEHA HIGHWAY
HALEIWA, HAWAII 96712
(21.678410139474995, -158.03346550063853)",KAMEHAMEHA HIGHWAY ,   ,HALEIWA,HAWAII,96712,"KAMEHAMEHA HIGHWAY
HALEIWA, HAWAII 96712
(21.678410139474995, -158.03346550063853)",KAMEHAMEHA HIGHWAY ,   ,HALEIWA,HAWAII,96712,,,2833,Open,137 New and Renewal 1,Category 1,01/12/2012 12:00:00 AM,6,2,5,3,01/14/2014 12:00:00 AM
JAMESON'S BY THE SEA & THE FUDGE WORKS,"JAMESON'S, INC.",(808)637-6272,2834,"KAMEHAMEHA HIGHWAY
HALEIWA, HAWAII 96712
(21.678410139474995, -158.03346550063853)",KAMEHAMEHA HIGHWAY ,   ,HALEIWA,HAWAII,96712,"KAMEHAMEHA HIGHWAY
HALEIWA, HAWAII 96712
(21.678410139474995, -158.03346550063853)",KAMEHAMEHA HIGHWAY ,   ,HALEIWA,HAWAII,96712,,,2834,Open,137 New and Renewal 1,Category 1,01/04/2012 12:00:00 AM,6,2,3,14,01/14/2014 12:00:00 AM
L & L KAHALA,"KAHALA L & L, INC.",(808)732-4042,2836,"KILAUEA AVENUE
HONOLULU, HAWAII 96816
(21.26842443415663, -157.7915108909736)",KILAUEA AVENUE ,   ,HONOLULU,HAWAII,96816,"KILAUEA AVENUE
HONOLULU, HAWAII 96816
(21.26842443415663, -157.7915108909736)",KILAUEA AVENUE ,   ,HONOLULU,HAWAII,96816,,,2836,Open,137 New and Renewal 1,Category 1,01/12/2012 12:00:00 AM,3,5,16,1,01/14/2014 12:00:00 AM
KALEIOPUU ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)675-0207,2839,"KAAHOLO STREET
WAIPAHU, HAWAII 96797
(21.39079967929365, -158.02157095589897)",KAAHOLO STREET ,   ,WAIPAHU,HAWAII,96797,"WAIPAHU STREET
WAIPAHU, HAWAII 96797
(21.398133865027006, -157.99354745002373)",WAIPAHU STREET ,   ,WAIPAHU,HAWAII,96797, FOOD SAFETY MANAGER,,2839,Open,137 New and Renewal 3,Category 3,01/25/2010 12:00:00 AM,9,4,107,98,01/14/2012 12:00:00 AM
PUOHALA ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)233-5665,2840,"KULAULI STREET
KANEOHE, HAWAII 96744
(21.408408127183932, -157.79134805574762)",KULAULI STREET ,   ,KANEOHE,HAWAII,96744,"KULAULI STREET
KANEOHE, HAWAII 96744
(21.408408127183932, -157.79134805574762)",KULAULI STREET ,   ,KANEOHE,HAWAII,96744,,,2840,Open,137 New and Renewal 1,Category 1,01/12/2012 12:00:00 AM,4,5,30,38,01/14/2014 12:00:00 AM
KAPUNAHALA ELEMENTARY SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)233-5657,2841,"ANOI ROAD
KANEOHE, HAWAII 96744
(21.403704950414095, -157.80322456040523)",ANOI ROAD ,   ,KANEOHE,HAWAII,96744,"ANOI ROAD
KANEOHE, HAWAII 96744
(21.403704950414095, -157.80322456040523)",ANOI ROAD ,   ,KANEOHE,HAWAII,96744,,,2841,Open,137 New and Renewal 1,Category 1,02/09/2012 12:00:00 AM,4,5,78,114,01/14/2014 12:00:00 AM
KANEOHE ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)233-5640,2842,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,,,2842,Open,137 New and Renewal 1,Category 1,02/09/2012 12:00:00 AM,4,5,103,11,01/14/2014 12:00:00 AM
K'S BENTO YA,"RMSL, INC.",(808)671-0160,2871,"AWALAU STREET
WAIPAHU, HAWAII 96797
(21.38132399121028, -158.00226617036608)",AWALAU STREET ,   ,WAIPAHU,HAWAII,96797,"AWALAU STREET
WAIPAHU, HAWAII 96797
(21.38132399121028, -158.00226617036608)",AWALAU STREET ,   ,WAIPAHU,HAWAII,96797,,,2871,Open,137 New and Renewal 2,Category 2,01/06/2012 12:00:00 AM,9,4,17,1,01/15/2014 12:00:00 AM
KOMALA CURRY HOUSE,SHANMUGAM RAMESH,(808)454-7181,2872,"BISHOP STREET
HONOLULU, HAWAII 96813
(21.307023335654208, -157.86366799399445)",BISHOP STREET ,   ,HONOLULU,HAWAII,96813,"BISHOP STREET
HONOLULU, HAWAII 96813
(21.307023335654208, -157.86366799399445)",BISHOP STREET ,   ,HONOLULU,HAWAII,96813,,,2872,Open,137 New and Renewal 1,Category 1,12/30/2011 12:00:00 AM,2,1,10,10,01/15/2014 12:00:00 AM
FAT FAT BAR & GRILL,FAT FAT CORP.,(808)596-2779,2877,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.303895186905667, -157.8493966033946)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96814,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.303895186905667, -157.8493966033946)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96814, NANCY P.S.L. YEUNG,,2877,Open,137 New and Renewal 2,Category 2,02/15/2012 12:00:00 AM,2,4,4,57,01/16/2014 12:00:00 AM
